userID,itemID,rating,category,userName
306,303,3,Fruits,Matthew Petersen
306,321,3,Fruits,Matthew Petersen
306,286,4,Fish,Matthew Petersen
306,289,3,Fish,Matthew Petersen
306,150,5,Cookies,Matthew Petersen
306,306,5,Fruits,Matthew Petersen
306,13,4,Baked Foods,Matthew Petersen
306,287,4,Fish,Matthew Petersen
306,269,5,Fish,Matthew Petersen
306,285,4,Fish,Matthew Petersen
306,319,4,Fruits,Matthew Petersen
306,283,3,Fish,Matthew Petersen
306,116,5,Breakfast Cereals,Matthew Petersen
306,19,5,Baked Foods,Matthew Petersen
296,242,4,Fast Foods,Patricia Gardner
296,257,5,Fast Foods,Patricia Gardner
296,222,5,Dairy and Egg Products ,Patricia Gardner
296,274,4,Fish,Patricia Gardner
296,144,4,Coffee,Patricia Gardner
296,1,5,Baked Foods,Patricia Gardner
296,277,5,Fish,Patricia Gardner
296,246,4,Fast Foods,Patricia Gardner
296,98,5,Breakfast Cereals,Patricia Gardner
296,194,5,Dairy and Egg Products,Patricia Gardner
296,32,4,Beans and Lentils,Patricia Gardner
296,304,3,Fruits,Patricia Gardner
296,100,5,Breakfast Cereals,Patricia Gardner
296,181,5,Dairy and Egg Products,Patricia Gardner
296,20,5,Baked Foods,Patricia Gardner
296,15,3,Baked Foods,Patricia Gardner
296,248,5,Fast Foods,Patricia Gardner
296,237,5,Fast Foods,Patricia Gardner
296,111,3,Breakfast Cereals,Patricia Gardner
296,275,4,Fish,Patricia Gardner
296,209,4,Dairy and Egg Products,Patricia Gardner
296,23,5,Baked Foods,Patricia Gardner
296,294,1,Fish,Patricia Gardner
296,96,5,Beverages,Patricia Gardner
296,151,2,Cookies,Patricia Gardner
296,272,5,Fish,Patricia Gardner
296,14,4,Baked Foods,Patricia Gardner
296,268,4,Fish,Patricia Gardner
296,117,3,Breakfast Cereals,Patricia Gardner
296,137,4,Coffee,Patricia Gardner
296,281,2,Fish,Patricia Gardner
296,298,1,Fish,Patricia Gardner
296,79,4,Beverages,Patricia Gardner
296,258,5,Fast Foods,Patricia Gardner
296,172,5,Cookies,Patricia Gardner
296,61,3,Beans and Lentils,Patricia Gardner
296,48,5,Beans and Lentils,Patricia Gardner
296,255,2,Fast Foods,Patricia Gardner
296,228,4,Dairy and Egg Products ,Patricia Gardner
296,10,2,Baked Foods,Patricia Gardner
296,127,5,Coffee,Patricia Gardner
296,7,5,Baked Foods,Patricia Gardner
296,56,5,Beans and Lentils,Patricia Gardner
296,89,5,Beverages,Patricia Gardner
296,153,4,Cookies,Patricia Gardner
296,11,5,Baked Foods,Patricia Gardner
296,198,5,Dairy and Egg Products,Patricia Gardner
296,357,5,Pizza,Patricia Gardner
296,303,4,Fruits,Patricia Gardner
296,204,5,Dairy and Egg Products,Patricia Gardner
296,191,5,Dairy and Egg Products,Patricia Gardner
296,134,5,Coffee,Patricia Gardner
296,256,5,Fast Foods,Patricia Gardner
296,199,5,Dairy and Egg Products,Patricia Gardner
296,286,5,Fish,Patricia Gardner
296,250,2,Fast Foods,Patricia Gardner
296,186,3,Dairy and Egg Products,Patricia Gardner
296,315,5,Fruits,Patricia Gardner
296,279,4,Fish,Patricia Gardner
296,238,4,Fast Foods,Patricia Gardner
296,259,1,Fast Foods,Patricia Gardner
296,211,4,Dairy and Egg Products,Patricia Gardner
296,210,3,Dairy and Egg Products,Patricia Gardner
296,50,5,Beans and Lentils,Patricia Gardner
296,187,5,Dairy and Egg Products,Patricia Gardner
296,289,3,Fish,Patricia Gardner
296,150,1,Cookies,Patricia Gardner
296,55,5,Beans and Lentils,Patricia Gardner
296,121,5,Breakfast Cereals,Patricia Gardner
296,301,5,Fruits,Patricia Gardner
296,284,4,Fish,Patricia Gardner
296,22,4,Baked Foods,Patricia Gardner
296,240,1,Fast Foods,Patricia Gardner
296,292,5,Fish,Patricia Gardner
296,293,5,Fish,Patricia Gardner
296,13,3,Baked Foods,Patricia Gardner
296,287,4,Fish,Patricia Gardner
296,269,5,Fish,Patricia Gardner
296,179,4,Dairy and Egg Products,Patricia Gardner
296,9,4,Baked Foods,Patricia Gardner
296,285,5,Fish,Patricia Gardner
296,251,5,Fast Foods,Patricia Gardner
296,125,5,Coffee,Patricia Gardner
296,180,5,Dairy and Egg Products,Patricia Gardner
296,221,5,Dairy and Egg Products ,Patricia Gardner
296,114,5,Breakfast Cereals,Patricia Gardner
296,24,2,Beans and Lentils,Patricia Gardner
296,282,4,Fish,Patricia Gardner
296,309,1,Fruits,Patricia Gardner
296,83,5,Beverages,Patricia Gardner
296,276,5,Fish,Patricia Gardner
296,313,5,Fruits,Patricia Gardner
296,244,1,Fast Foods,Patricia Gardner
296,124,5,Breakfast Cereals,Patricia Gardner
296,45,5,Beans and Lentils,Patricia Gardner
296,297,4,Fish,Patricia Gardner
296,19,5,Baked Foods,Patricia Gardner
34,242,5,Fast Foods,Linda Rodgers
34,332,5,Fruits,Linda Rodgers
34,288,2,Fish,Linda Rodgers
34,294,1,Fish,Linda Rodgers
34,245,4,Fast Foods,Linda Rodgers
34,286,5,Fish,Linda Rodgers
34,259,2,Fast Foods,Linda Rodgers
34,289,1,Fish,Linda Rodgers
34,292,5,Fish,Linda Rodgers
34,324,5,Fruits,Linda Rodgers
34,310,4,Fruits,Linda Rodgers
34,299,5,Fish,Linda Rodgers
34,312,4,Fruits,Linda Rodgers
34,329,5,Fruits,Linda Rodgers
271,242,4,Fast Foods,Michelle Clark
271,302,5,Fruits,Michelle Clark
271,51,4,Beans and Lentils,Michelle Clark
271,346,4,Pizza,Michelle Clark
271,265,5,Fast Foods,Michelle Clark
271,257,4,Fast Foods,Michelle Clark
271,40,1,Beans and Lentils,Michelle Clark
271,274,3,Fish,Michelle Clark
271,392,3,Sweets,Michelle Clark
271,118,3,Breakfast Cereals,Michelle Clark
271,1,3,Baked Foods,Michelle Clark
271,95,4,Beverages,Michelle Clark
271,277,4,Fish,Michelle Clark
271,234,5,Dairy and Egg Products ,Michelle Clark
271,98,5,Breakfast Cereals,Michelle Clark
271,193,5,Dairy and Egg Products,Michelle Clark
271,88,4,Beverages,Michelle Clark
271,194,5,Dairy and Egg Products,Michelle Clark
271,241,3,Fast Foods,Michelle Clark
271,4,5,Baked Foods,Michelle Clark
271,100,5,Breakfast Cereals,Michelle Clark
271,181,5,Dairy and Egg Products,Michelle Clark
271,196,4,Dairy and Egg Products,Michelle Clark
271,384,3,Snacks,Michelle Clark
271,423,4,Sweets,Michelle Clark
271,15,3,Baked Foods,Michelle Clark
271,248,4,Fast Foods,Michelle Clark
271,237,4,Fast Foods,Michelle Clark
271,54,3,Beans and Lentils,Michelle Clark
271,111,4,Breakfast Cereals,Michelle Clark
271,338,1,Fruits,Michelle Clark
271,25,3,Beans and Lentils,Michelle Clark
271,275,4,Fish,Michelle Clark
271,294,2,Fish,Michelle Clark
271,208,4,Dairy and Egg Products,Michelle Clark
271,328,2,Fruits,Michelle Clark
271,132,5,Coffee,Michelle Clark
271,174,5,Cookies,Michelle Clark
271,317,3,Fruits,Michelle Clark
271,200,5,Dairy and Egg Products,Michelle Clark
271,135,4,Coffee,Michelle Clark
271,272,3,Fish,Michelle Clark
271,419,3,Sweets,Michelle Clark
271,405,2,Sweets,Michelle Clark
271,117,3,Breakfast Cereals,Michelle Clark
271,177,3,Dairy and Egg Products,Michelle Clark
271,2,1,Baked Foods,Michelle Clark
271,137,4,Coffee,Michelle Clark
271,79,4,Beverages,Michelle Clark
271,258,3,Fast Foods,Michelle Clark
271,172,5,Cookies,Michelle Clark
271,216,5,Dairy and Egg Products,Michelle Clark
271,48,4,Beans and Lentils,Michelle Clark
271,77,4,Beverages,Michelle Clark
271,220,3,Dairy and Egg Products ,Michelle Clark
271,202,4,Dairy and Egg Products,Michelle Clark
271,235,3,Dairy and Egg Products ,Michelle Clark
271,347,3,Pizza,Michelle Clark
271,178,3,Dairy and Egg Products,Michelle Clark
271,127,5,Coffee,Michelle Clark
271,69,4,Beverages,Michelle Clark
271,318,5,Fruits,Michelle Clark
271,65,3,Beans and Lentils,Michelle Clark
271,218,3,Dairy and Egg Products ,Michelle Clark
271,56,3,Beans and Lentils,Michelle Clark
271,89,3,Beverages,Michelle Clark
271,141,4,Coffee,Michelle Clark
271,133,4,Coffee,Michelle Clark
271,11,4,Baked Foods,Michelle Clark
271,198,4,Dairy and Egg Products,Michelle Clark
271,64,5,Beans and Lentils,Michelle Clark
271,357,5,Pizza,Michelle Clark
271,215,4,Dairy and Egg Products,Michelle Clark
271,204,4,Dairy and Egg Products,Michelle Clark
271,191,5,Dairy and Egg Products,Michelle Clark
271,134,3,Coffee,Michelle Clark
271,410,2,Sweets,Michelle Clark
271,197,4,Dairy and Egg Products,Michelle Clark
271,199,4,Dairy and Egg Products,Michelle Clark
271,169,5,Cookies,Michelle Clark
271,378,4,Snacks,Michelle Clark
271,425,2,Sweets,Michelle Clark
271,286,4,Fish,Michelle Clark
271,402,4,Sweets,Michelle Clark
271,62,2,Beans and Lentils,Michelle Clark
271,12,4,Baked Foods,Michelle Clark
271,186,4,Dairy and Egg Products,Michelle Clark
271,176,3,Dairy and Egg Products,Michelle Clark
271,188,2,Dairy and Egg Products,Michelle Clark
271,97,5,Breakfast Cereals,Michelle Clark
271,173,4,Cookies,Michelle Clark
271,315,4,Fruits,Michelle Clark
271,238,4,Fast Foods,Michelle Clark
271,47,3,Beans and Lentils,Michelle Clark
271,211,5,Dairy and Egg Products,Michelle Clark
271,210,4,Dairy and Egg Products,Michelle Clark
271,182,3,Dairy and Egg Products,Michelle Clark
271,50,5,Beans and Lentils,Michelle Clark
271,187,5,Dairy and Egg Products,Michelle Clark
271,289,4,Fish,Michelle Clark
271,185,3,Dairy and Egg Products,Michelle Clark
271,168,2,Cookies,Michelle Clark
271,371,5,Snacks,Michelle Clark
271,381,3,Snacks,Michelle Clark
271,126,3,Coffee,Michelle Clark
271,8,4,Baked Foods,Michelle Clark
271,58,3,Beans and Lentils,Michelle Clark
271,121,2,Breakfast Cereals,Michelle Clark
271,81,3,Beverages,Michelle Clark
271,284,3,Fish,Michelle Clark
271,22,5,Baked Foods,Michelle Clark
271,70,5,Beverages,Michelle Clark
271,13,4,Baked Foods,Michelle Clark
271,161,2,Cookies,Michelle Clark
271,44,4,Beans and Lentils,Michelle Clark
271,28,5,Beans and Lentils,Michelle Clark
271,52,4,Beans and Lentils,Michelle Clark
271,190,4,Dairy and Egg Products,Michelle Clark
271,269,4,Fish,Michelle Clark
271,179,4,Dairy and Egg Products,Michelle Clark
271,9,4,Baked Foods,Michelle Clark
271,203,4,Dairy and Egg Products,Michelle Clark
271,310,3,Fruits,Michelle Clark
271,285,4,Fish,Michelle Clark
271,393,4,Sweets,Michelle Clark
271,38,2,Beans and Lentils,Michelle Clark
271,131,4,Coffee,Michelle Clark
271,87,3,Beverages,Michelle Clark
271,125,3,Coffee,Michelle Clark
271,73,2,Beverages,Michelle Clark
271,239,3,Fast Foods,Michelle Clark
271,107,1,Breakfast Cereals,Michelle Clark
271,180,5,Dairy and Egg Products,Michelle Clark
271,148,3,Coffee,Michelle Clark
271,221,3,Dairy and Egg Products ,Michelle Clark
271,283,4,Fish,Michelle Clark
271,43,3,Beans and Lentils,Michelle Clark
271,282,2,Fish,Michelle Clark
271,300,2,Fruits,Michelle Clark
271,411,1,Sweets,Michelle Clark
271,116,2,Breakfast Cereals,Michelle Clark
271,312,2,Fruits,Michelle Clark
271,83,4,Beverages,Michelle Clark
271,276,3,Fish,Michelle Clark
271,313,4,Fruits,Michelle Clark
271,205,5,Dairy and Egg Products,Michelle Clark
271,192,5,Dairy and Egg Products,Michelle Clark
271,244,2,Fast Foods,Michelle Clark
271,356,4,Pizza,Michelle Clark
271,311,3,Fruits,Michelle Clark
271,345,3,Pizza,Michelle Clark
271,170,5,Cookies,Michelle Clark
271,31,4,Beans and Lentils,Michelle Clark
271,414,4,Sweets,Michelle Clark
271,124,4,Breakfast Cereals,Michelle Clark
271,136,3,Coffee,Michelle Clark
271,224,4,Dairy and Egg Products ,Michelle Clark
271,130,1,Coffee,Michelle Clark
201,242,4,Fast Foods,Jay Charles
201,302,4,Fruits,Jay Charles
201,51,2,Beans and Lentils,Jay Charles
201,346,4,Pizza,Jay Charles
201,265,3,Fast Foods,Jay Charles
201,86,4,Beverages,Jay Charles
201,222,3,Dairy and Egg Products ,Jay Charles
201,29,3,Beans and Lentils,Jay Charles
201,387,2,Snacks,Jay Charles
201,144,4,Coffee,Jay Charles
201,118,1,Breakfast Cereals,Jay Charles
201,1,3,Baked Foods,Jay Charles
201,95,3,Beverages,Jay Charles
201,234,5,Dairy and Egg Products ,Jay Charles
201,98,4,Breakfast Cereals,Jay Charles
201,193,3,Dairy and Egg Products,Jay Charles
201,32,3,Beans and Lentils,Jay Charles
201,304,2,Fruits,Jay Charles
201,201,4,Dairy and Egg Products,Jay Charles
201,241,2,Fast Foods,Jay Charles
201,4,4,Baked Foods,Jay Charles
201,332,2,Fruits,Jay Charles
201,100,4,Breakfast Cereals,Jay Charles
201,181,2,Dairy and Egg Products,Jay Charles
201,196,4,Dairy and Egg Products,Jay Charles
201,423,4,Sweets,Jay Charles
201,20,2,Baked Foods,Jay Charles
201,288,4,Fish,Jay Charles
201,219,4,Dairy and Egg Products ,Jay Charles
201,26,4,Beans and Lentils,Jay Charles
201,232,2,Dairy and Egg Products ,Jay Charles
201,15,3,Baked Foods,Jay Charles
201,237,4,Fast Foods,Jay Charles
201,366,2,Snacks,Jay Charles
201,403,3,Sweets,Jay Charles
201,25,3,Beans and Lentils,Jay Charles
201,275,4,Fish,Jay Charles
201,209,3,Dairy and Egg Products,Jay Charles
201,23,4,Baked Foods,Jay Charles
201,174,3,Cookies,Jay Charles
201,96,4,Beverages,Jay Charles
201,317,3,Fruits,Jay Charles
201,195,3,Dairy and Egg Products,Jay Charles
201,200,5,Dairy and Egg Products,Jay Charles
201,385,2,Snacks,Jay Charles
201,379,3,Snacks,Jay Charles
201,272,3,Fish,Jay Charles
201,405,4,Sweets,Jay Charles
201,268,4,Fish,Jay Charles
201,117,2,Breakfast Cereals,Jay Charles
201,273,2,Fish,Jay Charles
201,231,2,Dairy and Egg Products ,Jay Charles
201,2,2,Baked Foods,Jay Charles
201,137,4,Coffee,Jay Charles
201,164,3,Cookies,Jay Charles
201,281,2,Fish,Jay Charles
201,79,4,Beverages,Jay Charles
201,258,2,Fast Foods,Jay Charles
201,172,5,Cookies,Jay Charles
201,216,4,Dairy and Egg Products,Jay Charles
201,61,2,Beans and Lentils,Jay Charles
201,48,3,Beans and Lentils,Jay Charles
201,77,2,Beverages,Jay Charles
201,202,3,Dairy and Egg Products,Jay Charles
201,408,4,Sweets,Jay Charles
201,228,3,Dairy and Egg Products ,Jay Charles
201,10,3,Baked Foods,Jay Charles
201,127,5,Coffee,Jay Charles
201,69,2,Beverages,Jay Charles
201,171,3,Cookies,Jay Charles
201,318,5,Fruits,Jay Charles
201,65,4,Beans and Lentils,Jay Charles
201,68,2,Beverages,Jay Charles
201,7,3,Baked Foods,Jay Charles
201,218,4,Dairy and Egg Products ,Jay Charles
201,334,4,Fruits,Jay Charles
201,145,3,Coffee,Jay Charles
201,56,5,Beans and Lentils,Jay Charles
201,89,3,Beverages,Jay Charles
201,146,1,Coffee,Jay Charles
201,11,4,Baked Foods,Jay Charles
201,82,4,Beverages,Jay Charles
201,198,4,Dairy and Egg Products,Jay Charles
201,64,3,Beans and Lentils,Jay Charles
201,357,4,Pizza,Jay Charles
201,303,2,Fruits,Jay Charles
201,215,2,Dairy and Egg Products,Jay Charles
201,204,4,Dairy and Egg Products,Jay Charles
201,33,4,Beans and Lentils,Jay Charles
201,160,5,Cookies,Jay Charles
201,321,3,Fruits,Jay Charles
201,227,4,Dairy and Egg Products ,Jay Charles
201,191,4,Dairy and Egg Products,Jay Charles
201,183,4,Dairy and Egg Products,Jay Charles
201,134,4,Coffee,Jay Charles
201,212,4,Dairy and Egg Products,Jay Charles
201,271,4,Fish,Jay Charles
201,197,4,Dairy and Egg Products,Jay Charles
201,333,2,Fruits,Jay Charles
201,425,3,Sweets,Jay Charles
201,175,2,Cookies,Jay Charles
201,286,2,Fish,Jay Charles
201,206,2,Dairy and Egg Products,Jay Charles
201,402,2,Sweets,Jay Charles
201,62,1,Beans and Lentils,Jay Charles
201,12,4,Baked Foods,Jay Charles
201,186,3,Dairy and Egg Products,Jay Charles
201,71,3,Beverages,Jay Charles
201,176,4,Dairy and Egg Products,Jay Charles
201,188,4,Dairy and Egg Products,Jay Charles
201,97,2,Breakfast Cereals,Jay Charles
201,173,3,Cookies,Jay Charles
201,17,3,Baked Foods,Jay Charles
201,315,3,Fruits,Jay Charles
201,238,3,Fast Foods,Jay Charles
201,325,5,Fruits,Jay Charles
201,47,4,Beans and Lentils,Jay Charles
201,217,3,Dairy and Egg Products ,Jay Charles
201,211,3,Dairy and Egg Products,Jay Charles
201,210,2,Dairy and Egg Products,Jay Charles
201,156,4,Cookies,Jay Charles
201,182,4,Dairy and Egg Products,Jay Charles
201,50,4,Beans and Lentils,Jay Charles
201,187,3,Dairy and Egg Products,Jay Charles
201,289,2,Fish,Jay Charles
201,185,5,Dairy and Egg Products,Jay Charles
201,406,1,Sweets,Jay Charles
201,150,4,Cookies,Jay Charles
201,184,3,Dairy and Egg Products,Jay Charles
201,381,3,Snacks,Jay Charles
201,57,4,Beans and Lentils,Jay Charles
201,370,1,Snacks,Jay Charles
201,8,3,Baked Foods,Jay Charles
201,58,4,Beans and Lentils,Jay Charles
201,55,4,Beans and Lentils,Jay Charles
201,121,2,Breakfast Cereals,Jay Charles
201,81,1,Beverages,Jay Charles
201,284,3,Fish,Jay Charles
201,22,2,Baked Foods,Jay Charles
201,240,3,Fast Foods,Jay Charles
201,292,3,Fish,Jay Charles
201,70,3,Beverages,Jay Charles
201,128,2,Coffee,Jay Charles
201,39,1,Beans and Lentils,Jay Charles
201,28,3,Beans and Lentils,Jay Charles
201,230,3,Dairy and Egg Products ,Jay Charles
201,99,3,Breakfast Cereals,Jay Charles
201,190,4,Dairy and Egg Products,Jay Charles
201,269,3,Fish,Jay Charles
201,179,5,Dairy and Egg Products,Jay Charles
201,324,5,Fruits,Jay Charles
201,92,3,Beverages,Jay Charles
201,129,4,Coffee,Jay Charles
201,9,3,Baked Foods,Jay Charles
201,233,4,Dairy and Egg Products ,Jay Charles
201,203,5,Dairy and Egg Products,Jay Charles
201,285,4,Fish,Jay Charles
201,421,2,Sweets,Jay Charles
201,53,3,Beans and Lentils,Jay Charles
201,93,5,Beverages,Jay Charles
201,375,3,Snacks,Jay Charles
201,87,3,Beverages,Jay Charles
201,125,2,Coffee,Jay Charles
201,239,1,Fast Foods,Jay Charles
201,213,4,Dairy and Egg Products,Jay Charles
201,319,2,Fruits,Jay Charles
201,180,3,Dairy and Egg Products,Jay Charles
201,380,1,Snacks,Jay Charles
201,59,4,Beans and Lentils,Jay Charles
201,148,1,Coffee,Jay Charles
201,27,3,Beans and Lentils,Jay Charles
201,221,3,Dairy and Egg Products ,Jay Charles
201,331,4,Fruits,Jay Charles
201,223,4,Dairy and Egg Products ,Jay Charles
201,282,2,Fish,Jay Charles
201,116,1,Breakfast Cereals,Jay Charles
201,396,3,Sweets,Jay Charles
201,207,3,Dairy and Egg Products,Jay Charles
201,276,5,Fish,Jay Charles
201,313,5,Fruits,Jay Charles
201,36,1,Beans and Lentils,Jay Charles
201,192,4,Dairy and Egg Products,Jay Charles
201,42,4,Beans and Lentils,Jay Charles
201,157,4,Cookies,Jay Charles
201,340,5,Fruits,Jay Charles
201,226,3,Dairy and Egg Products ,Jay Charles
201,260,4,Fast Foods,Jay Charles
201,413,3,Sweets,Jay Charles
